Gene,SNAP-a
MAST4-IT1,1.80885E-05
AL442163.1,1.80858E-05
MIR5188,1.80841E-05
ETV5-AS1,1.80805E-05
AL031600.2,1.80803E-05
AC092329.1,1.80695E-05
DNMBP,1.80691E-05
RNU6-439P,1.80629E-05
DDC,1.80614E-05
AC093323.4,1.80613E-05
COX10-AS1,1.80585E-05
AC022532.1,1.80421E-05
RNF148,1.80321E-05
AC018529.3,1.80266E-05
UQCRHL,1.80212E-05
RN7SKP112,1.80163E-05
AC004691.2,1.80139E-05
LRRC39,1.80117E-05
ANGEL2,1.80117E-05
PRAM1,1.80051E-05
AC004936.1,1.80004E-05
AC005220.1,1.79934E-05
INTS9,1.79686E-05
RN7SL144P,1.79467E-05
DENND4A:DNAJB14,1.79379E-05
AC067747.1,1.79309E-05
FBXL3,1.79297E-05
MEIS1-AS3,1.79253E-05
AC063965.1,1.79226E-05
ZC3H11B,1.79163E-05
AC093503.3,1.79118E-05
UCP3,1.78886E-05
AC091820.1,1.78816E-05
AC103764.1,1.78804E-05
RNF8,1.7873E-05
DAZ1,1.78702E-05
SLC7A13,1.78549E-05
AL162231.2,1.78445E-05
ZNF24,1.78332E-05
U62317.2,1.78074E-05
AL669918.1,1.77977E-05
LINC01608,1.77948E-05
SNORD91B,1.77881E-05
AC012615.5,1.77786E-05
RNU1-109P,1.77758E-05
FCER1A,1.77724E-05
AP005135.1,1.77599E-05
AL138916.2,1.77567E-05
RN7SL794P,1.77563E-05
RNU4-14P,1.77562E-05
LINC02314,1.77431E-05
ZXDA,1.77401E-05
RN7SL750P,1.77324E-05
AL133467.3,1.77307E-05
AC127024.2:ADGRL1,1.77174E-05
TAX1BP1,1.77119E-05
AC090425.1,1.77014E-05
RNU6-300P,1.76965E-05
DDX60,1.76958E-05
TAS2R50,1.76864E-05
AC138035.1,1.76801E-05
SCCPDH,1.76757E-05
ELOA-AS1,1.76747E-05
AC004877.2,1.76737E-05
PORCN,1.76737E-05
LINGO1-AS1,1.76707E-05
AL132655.1,1.76599E-05
RERG-AS1,1.76549E-05
AC117394.2,1.7651E-05
AC098828.3,1.76503E-05
AC087222.1,1.76404E-05
SNORD116-1,1.76399E-05
AC078923.1,1.76396E-05
ZHX1,1.76394E-05
AC012100.3,1.76347E-05
AL357519.1,1.76286E-05
AC253536.3,1.76238E-05
AP001350.2,1.76213E-05
PTK7,1.76004E-05
BRPF1,1.75778E-05
AL133371.3,1.75717E-05
AP003498.1,1.75707E-05
TSEN15,1.75606E-05
HAUS3,1.75519E-05
LINC00572,1.7545E-05
AL356123.2,1.75436E-05
RN7SL97P,1.7533E-05
RNU2-6P,1.75257E-05
AC025279.1:BANP,1.75244E-05
NXPE4,1.75122E-05
AC027338.2,1.75109E-05
ZNF879,1.75036E-05
LIPF,1.74834E-05
SLC25A38,1.74807E-05
NSUN4,1.746E-05
LINC02283,1.74514E-05
AURKA,1.74401E-05
C16orf70,1.74302E-05
SDAD1,1.74269E-05
AC092337.1,1.74243E-05
AC010285.2,1.74119E-05
RN7SL698P,1.74083E-05
AC090948.2,1.73894E-05
AC016026.1,1.73846E-05
AC006504.1,1.73773E-05
SNORD116-16,1.73756E-05
MIR1243,1.73671E-05
AL390719.2,1.73665E-05
AL391361.2,1.73656E-05
AC002094.5,1.73539E-05
TOPBP1,1.73501E-05
NPIPB8,1.73315E-05
PSMB11,1.73304E-05
AL136309.2,1.72983E-05
RNY1P2,1.7296E-05
RANBP2:RGPD4,1.729E-05
LINC00866,1.72811E-05
WFDC3,1.72771E-05
AC087664.2,1.7274E-05
KDM3A,1.7272E-05
CUZD1,1.72564E-05
RN7SKP79,1.72526E-05
FBLN2,1.72502E-05
AC010275.1,1.72395E-05
CEP120,1.72367E-05
RN7SKP95,1.72359E-05
RNU6-945P,1.71792E-05
RN7SKP238,1.71786E-05
ZNF74,1.71716E-05
RNA5SP450,1.71638E-05
ENPP2,1.71624E-05
VCX:VCX3B,1.71559E-05
RNU12-2P,1.71557E-05
XKR9,1.71506E-05
LRRTM2,1.71458E-05
DDX11-AS1,1.71415E-05
RNVU1-1,1.71385E-05
AC004540.2,1.71287E-05
FNDC3A,1.71257E-05
RNU6-999P,1.71236E-05
AP1B1,1.71213E-05
AC110769.3,1.71142E-05
CDRT4,1.71115E-05
AC073218.2,1.71084E-05
AL390195.1,1.71077E-05
OPCML-IT2,1.71044E-05
AL162171.3,1.70966E-05
ZNF620,1.70964E-05
PPP4R1-AS1,1.70924E-05
AC103726.1,1.70909E-05
SLC9A5,1.70841E-05
AC016831.6,1.70833E-05
LINC00664,1.70822E-05
AC107072.2,1.70817E-05
AC037441.2,1.70746E-05
AL353600.1,1.70692E-05
LRRC70,1.70671E-05
RNA5SP195,1.70659E-05
PSMC1,1.70605E-05
NCK1,1.70496E-05
LINC02291,1.70347E-05
GPHB5,1.70247E-05
DSCAM-IT1,1.70227E-05
CNTFR,1.70204E-05
ZBED1,1.70139E-05
ORC4,1.70125E-05
NGLY1,1.69978E-05
AC087242.1,1.69953E-05
CCNYL1,1.69947E-05
AC009052.1,1.69921E-05
AC021739.3,1.69817E-05
AC022893.1,1.69778E-05
C1orf112,1.69757E-05
AC079950.1,1.69612E-05
MB,1.69488E-05
NPIPB3,1.69473E-05
CMTR2,1.69472E-05
MTFR1L,1.69366E-05
RNU4ATAC16P,1.69363E-05
POU3F3,1.69333E-05
AL390856.1,1.69116E-05
AL136980.1,1.69115E-05
RN7SL824P,1.6903E-05
AC239798.2,1.68917E-05
SNORA2B,1.68808E-05
ERI3-IT1,1.6873E-05
AC104653.1,1.6853E-05
AC004836.1,1.68387E-05
GOLGA8Q,1.6827E-05
AC105052.3,1.68244E-05
KIF11,1.68019E-05
SLC44A5,1.67995E-05
AC131953.1,1.6787E-05
AL050303.1:FP475955.2,1.67835E-05
ABCG1,1.67533E-05
MOCS1,1.67509E-05
AC008915.1,1.67348E-05
AC010735.1,1.67225E-05
RNU6-1188P,1.67159E-05
LINC01133,1.66874E-05
AC092437.1,1.66873E-05
NPY2R,1.66768E-05
CLEC16A,1.66699E-05
RN7SL791P,1.66695E-05
AP5B1,1.66675E-05
RNU6-678P,1.66654E-05
GGT1,1.66486E-05
AL096678.1,1.66481E-05
ARHGEF35,1.66361E-05
ZNF354A,1.66306E-05
AC068775.2:KLRC2,1.66206E-05
NPIPB9,1.66149E-05
DMC1,1.66058E-05
TDP2,1.65871E-05
RNU6-95P,1.6585E-05
PAQR7,1.65825E-05
GSDMC,1.65725E-05
AC087284.1,1.65677E-05
SENP5,1.65667E-05
AC091544.7,1.65588E-05
REG4,1.65546E-05
C11orf65,1.65447E-05
AL049836.1,1.65414E-05
RN7SL753P,1.65399E-05
ARHGAP27P1-BPTFP1-KPNA2P3,1.65375E-05
NCBP1,1.65145E-05
RNU6-126P,1.6514E-05
ATF1,1.65105E-05
CR769775.4,1.65059E-05
AC109309.1,1.65056E-05
AP003469.2,1.64935E-05
VCX,1.64906E-05
AL591623.1,1.64872E-05
SNORA49,1.6485E-05
AL022328.2,1.64745E-05
STEAP3-AS1,1.64682E-05
AL590644.1,1.64578E-05
AC090971.5,1.64517E-05
DNMT3L,1.64448E-05
DGCR2,1.64439E-05
AC090802.1,1.64431E-05
AC091212.1,1.64385E-05
AL355304.1,1.64329E-05
MECR,1.6428E-05
AC007546.1,1.64232E-05
AC018737.2,1.64145E-05
MIR6777,1.64139E-05
AC046168.2,1.64106E-05
RNA5SP141,1.64099E-05
AL442125.2,1.6391E-05
RN7SKP170,1.63884E-05
RNU6-1175P,1.63737E-05
AC099804.1,1.63662E-05
LAX1,1.63602E-05
NCOA1,1.63559E-05
AC132068.1,1.63549E-05
SNORD113-8,1.63524E-05
ALDH5A1,1.63505E-05
NPIPA1:NPIPA5,1.63426E-05
AC105114.1,1.63284E-05
AL512625.1:GLIDR,1.63266E-05
ZNF267,1.63207E-05
ATP5C1,1.63108E-05
AC016542.3,1.63069E-05
AC244517.6,1.63053E-05
AC131210.1,1.63018E-05
LIMD1-AS1,1.63013E-05
STAG3:STAG3L5P-PVRIG2P-PILRB,1.62987E-05
C19orf67,1.62955E-05
RNU6-762P,1.62798E-05
PARVB,1.62706E-05
AC092620.1,1.6254E-05
AP002518.1,1.6251E-05
AC079776.2,1.62403E-05
ZNF225,1.62357E-05
SYDE2,1.62352E-05
RN7SL246P,1.62323E-05
ZNF578,1.62115E-05
SLX1B,1.61965E-05
AC084036.1,1.61884E-05
RNA5SP92,1.61853E-05
TAS2R3,1.61806E-05
METTL2A:METTL2B,1.61792E-05
AP001528.2,1.61681E-05
RN7SKP249,1.61536E-05
AL031316.1,1.6141E-05
NANOG,1.6124E-05
LINC02188,1.61113E-05
CEBPB-AS1,1.61067E-05
AL451137.1,1.61066E-05
RN7SL495P,1.60948E-05
AL035420.1,1.60943E-05
AL117378.1,1.60938E-05
RAD50,1.60932E-05
AC124276.2,1.60931E-05
AC027763.2,1.60921E-05
AC103808.5,1.60904E-05
RNU6-1093P,1.60879E-05
AL022324.3,1.60814E-05
C17orf113,1.60783E-05
AC023355.1,1.60741E-05
AC012313.10,1.60636E-05
LINC00665:LINC01535,1.60594E-05
AC116563.1,1.60591E-05
TXNRD2,1.60534E-05
AC083906.3,1.60515E-05
TBC1D3:TBC1D3B,1.60419E-05
RN7SL384P,1.60417E-05
ACPP,1.60331E-05
RIN2,1.60307E-05
AL157770.1,1.60168E-05
AC009104.1,1.6015E-05
RN7SL443P,1.60139E-05
LINC02236,1.60062E-05
RNU6-249P,1.60039E-05
AL122035.2,1.59977E-05
CPS1-IT1,1.59914E-05
STX18-IT1,1.59888E-05
GPBAR1,1.5986E-05
AC027796.3,1.59857E-05
HSPB8:PDAP1,1.59806E-05
HAVCR1,1.59773E-05
AL135838.1,1.59728E-05
RN7SL359P,1.59659E-05
AP003385.5,1.59652E-05
SAMD15,1.59636E-05
LINC02397,1.59456E-05
AL589963.1,1.5944E-05
PCDHA8,1.59436E-05
TEX10,1.59396E-05
SOCS6,1.59365E-05
LINC00423,1.59315E-05
ZBTB5,1.59192E-05
RN7SL543P,1.59163E-05
AL590542.1,1.59144E-05
HIST1H1T,1.59039E-05
NGF,1.5903E-05
AC021393.1,1.58984E-05
AC073046.1,1.58947E-05
MUSK,1.58863E-05
TAF1A,1.58855E-05
RNU1-11P,1.58852E-05
MALL,1.58785E-05
RNU6-1199P,1.58723E-05
AL354893.2,1.58622E-05
SNORD11B,1.5859E-05
HOXD3,1.58564E-05
AGAP6,1.5853E-05
AC073655.2,1.58514E-05
AC073539.1,1.58394E-05
DNAJB5-AS1,1.58345E-05
CTAGE6,1.5829E-05
MBLAC2,1.58237E-05
RNU6-1255P,1.58188E-05
CKAP5,1.58141E-05
TAF1L,1.58052E-05
SERPINB5,1.57968E-05
AL451074.2,1.57958E-05
AC010273.1,1.57812E-05
ZNF391,1.57693E-05
AC025465.1,1.57567E-05
AC087500.2,1.57547E-05
MIR4312,1.5747E-05
LINC01117,1.5745E-05
AL161747.2,1.57422E-05
AC012456.1,1.57308E-05
AC103739.1,1.57305E-05
AC016583.1,1.57261E-05
RNU6-513P,1.57257E-05
AC092819.1,1.5702E-05
LINC02303,1.5698E-05
TAS2R8,1.56978E-05
TCEAL3:TCEAL6,1.56963E-05
PPP1R3E,1.56924E-05
AC092354.1,1.56924E-05
LINC00588,1.5688E-05
NPIPB4:NPIPB5,1.5682E-05
PCDHGB5,1.56743E-05
AP000786.1,1.56707E-05
ADRA2A,1.56546E-05
AC090826.2,1.56483E-05
MOSPD2,1.56408E-05
AL392023.1,1.5639E-05
LINC00489,1.5632E-05
ZNF488,1.5631E-05
RNF103,1.56307E-05
AL513314.2,1.56305E-05
SCARNA3,1.56301E-05
YWHAZ,1.56165E-05
RNU6-1099P,1.56156E-05
AL138812.1,1.56087E-05
TADA3,1.55865E-05
SHE,1.55577E-05
AC112512.1,1.55502E-05
POPDC2,1.55459E-05
AL355922.5:LINC01339,1.55321E-05
AL121583.1,1.55244E-05
PEX1,1.55161E-05
Z84723.1,1.55124E-05
AC005225.1,1.55032E-05
RNU2-58P,1.54995E-05
RRP8,1.54952E-05
HBB,1.54946E-05
SLFN14,1.5494E-05
AC011939.3,1.54939E-05
AC083900.1,1.54934E-05
CORO7,1.54922E-05
AP3S1,1.54649E-05
CLDN3,1.54595E-05
HIST1H2BL,1.54568E-05
AL161668.2,1.54556E-05
DEFB124,1.54531E-05
C5orf46,1.54425E-05
CDC20B,1.54308E-05
RNY3P1,1.54307E-05
C7orf25,1.5429E-05
AC007938.2,1.54143E-05
AF127577.5,1.54073E-05
PAXIP1,1.53856E-05
AC053503.2,1.53764E-05
GTPBP8,1.53753E-05
SNX27,1.53682E-05
RN7SL202P,1.5368E-05
AC090572.2,1.5361E-05
RN7SKP70,1.5359E-05
AC012414.5,1.53574E-05
POTEB3,1.53354E-05
LINC01705,1.53318E-05
MIR4442,1.53311E-05
HIST1H2AH,1.53307E-05
AL139289.2,1.5327E-05
RNU6-466P,1.53101E-05
AC113382.1,1.53099E-05
MIR199A2,1.53062E-05
DKK4,1.53061E-05
LINC01602,1.5292E-05
AL513318.2,1.52915E-05
POFUT2,1.52913E-05
PCDHGB6:PCDHGB7,1.52829E-05
RNU6-341P,1.52701E-05
RNU2-42P,1.52675E-05
AC068790.4,1.52655E-05
AC139099.1,1.52547E-05
AC020663.3,1.52478E-05
ADNP,1.52451E-05
BTBD19,1.52429E-05
RNA5SP229,1.52393E-05
AC022447.2,1.52275E-05
ZBTB24,1.52237E-05
RNU6-396P,1.52236E-05
RUNDC1,1.52174E-05
SKOR1,1.52031E-05
AC147067.1,1.51954E-05
NKD1,1.51894E-05
AL358790.1,1.51891E-05
HACE1,1.51888E-05
CASC20,1.5186E-05
C12orf40,1.51849E-05
AL157931.1:LINC00566,1.51803E-05
AL031658.2,1.51789E-05
FAM102A,1.5174E-05
UBTD2,1.51682E-05
ZNF785,1.51617E-05
LINC01069,1.51607E-05
MYO1A,1.51502E-05
AC011365.2,1.51403E-05
TRIP13,1.51392E-05
AC006946.3,1.51361E-05
LINC01974,1.51349E-05
SUV39H2,1.51245E-05
PPIL3,1.51215E-05
AL731563.3,1.51127E-05
RN7SL771P,1.51107E-05
AC093496.1,1.51011E-05
AL133372.3,1.51005E-05
PROM2,1.50852E-05
AC027796.5,1.50825E-05
AC011337.1,1.50823E-05
RNU1-41P:RNU1-48P,1.50757E-05
AC007362.1,1.50628E-05
AF212831.1,1.50601E-05
AP000282.2,1.50601E-05
VPS33A,1.50579E-05
AC079310.1,1.5037E-05
AL356289.3,1.50315E-05
Z97192.1,1.50224E-05
ADGRB2,1.50199E-05
ZSCAN4,1.49991E-05
C9orf106,1.49939E-05
AC063952.4,1.49843E-05
LINC01412,1.49699E-05
NBPF1:NBPF3,1.49656E-05
ZNF417,1.49653E-05
AC099673.1,1.49569E-05
AC087354.1,1.49472E-05
EPCAM,1.49383E-05
AC022679.1,1.49361E-05
OR11A1,1.49319E-05
FAM209A:FAM209B,1.49318E-05
CTLA4,1.49133E-05
AC090592.1,1.49118E-05
AC004584.1,1.49073E-05
RBBP5,1.48993E-05
AC064807.4,1.48814E-05
AL512662.1,1.4879E-05
CLDN16,1.48666E-05
AC073911.3,1.48647E-05
AC098820.2,1.48603E-05
AC093388.1,1.486E-05
MROH1,1.48485E-05
SNORD114-1,1.48474E-05
AC126755.2:NPIPA8,1.48428E-05
AC008750.7,1.48291E-05
SEC24B,1.48184E-05
RN7SL598P,1.4796E-05
RNU1-47P,1.47929E-05
AC104233.2,1.47898E-05
AL049838.1,1.4787E-05
AL391811.1,1.47856E-05
AL023495.1,1.47846E-05
PDE12,1.47756E-05
DEFA3,1.47653E-05
AC009630.1,1.47629E-05
RNA5SP233,1.47608E-05
AP001266.1,1.47598E-05
RNU6-1237P,1.47536E-05
AP001554.1,1.47521E-05
AL035420.2,1.47509E-05
IL20RA,1.47468E-05
Z98749.3,1.47318E-05
AP001005.4:TUBB8,1.47312E-05
COX8C,1.47269E-05
LINC02344,1.47251E-05
AC078795.1,1.4711E-05
UBE2E3,1.47051E-05
RNU6ATAC:RNU6ATAC2P,1.46938E-05
LINC02142,1.46868E-05
AC007496.3,1.46709E-05
WDFY3-AS2,1.46638E-05
AP000356.1,1.46576E-05
LINC01752,1.46483E-05
AL929472.3,1.46441E-05
LINC02014,1.46416E-05
ZNF253,1.46398E-05
AC005906.2,1.4639E-05
LINC01227,1.46248E-05
RNU6-44P,1.46147E-05
TMEM212-AS1,1.46142E-05
ATF3:HNRNPH1,1.4607E-05
SPATC1L,1.45983E-05
RNU4-50P,1.45969E-05
AC064801.2,1.45917E-05
AC005014.3,1.45913E-05
LINC02356,1.45769E-05
AC048338.2,1.45699E-05
ZNF626,1.45653E-05
LINC01201,1.45526E-05
C11orf16,1.45464E-05
IGLL5,1.45451E-05
Z99916.1,1.45288E-05
AP001972.2,1.45172E-05
LINC02246,1.45148E-05
TNFSF12-TNFSF13,1.44986E-05
EEPD1,1.44909E-05
DTX2P1-UPK3BP1-PMS2P11:UPK3B,1.44808E-05
AL392048.1,1.4479E-05
AC011509.1,1.4477E-05
RNU6-892P,1.44753E-05
RNU6-665P,1.44689E-05
RNU2-11P,1.4462E-05
AL024497.2,1.44538E-05
DHX40:TBC1D3P1-DHX40P1,1.44457E-05
AL136309.3,1.44308E-05
LHFPL3-AS2,1.44282E-05
CD226,1.4423E-05
PIGG,1.44223E-05
ATG10-IT1,1.44134E-05
RNU6-1281P,1.44082E-05
RBM22,1.4407E-05
MEI4,1.44025E-05
PGBD4,1.4401E-05
AL162741.1,1.43955E-05
RNU6-59P,1.43923E-05
RNU6-518P,1.43909E-05
LL22NC03-63E9.3,1.4382E-05
RNU2-17P,1.43745E-05
AL138733.2,1.43649E-05
BEAN1-AS1,1.43601E-05
AL359878.2,1.43599E-05
ZNF79,1.43559E-05
RN7SKP269,1.43439E-05
DNAJC25-GNG10,1.43437E-05
RN7SL784P,1.43397E-05
UTP6,1.43366E-05
PPP1R3G,1.43324E-05
TRIM77,1.43313E-05
LINC00363,1.43309E-05
AC078962.1,1.43265E-05
AC025822.2,1.43231E-05
AL807757.2,1.43192E-05
AL161785.1,1.43133E-05
AC120498.10,1.43085E-05
AC091819.2,1.43069E-05
BZW2,1.43039E-05
AC007370.1,1.43033E-05
ZNF670-ZNF695,1.4301E-05
AC002551.1,1.42895E-05
AC005785.2,1.42828E-05
NEGR1-IT1,1.42794E-05
NICN1,1.42742E-05
RNU6-815P,1.42704E-05
AC099850.3,1.42685E-05
WDR60,1.42655E-05
MARK1,1.42602E-05
AC109460.3,1.4245E-05
LINC01032,1.4243E-05
AC139887.3,1.42398E-05
TMEM217,1.4239E-05
AC009159.3,1.42311E-05
AC135050.6,1.4231E-05
BSPH1,1.42301E-05
LINC02358,1.42168E-05
AC005670.2:LRRC37A2,1.41967E-05
RN7SKP71,1.41916E-05
RNU6-1053P,1.418E-05
DDX11,1.41691E-05
AL355310.2,1.41685E-05
AL450442.1,1.41664E-05
AC104534.1,1.41631E-05
AC093801.1:AL133264.2,1.41609E-05
PROC,1.41556E-05
GUCY2F,1.41503E-05
PAPPA-AS2,1.41458E-05
CARD17,1.41451E-05
AC008764.10,1.41403E-05
AL354732.1,1.41397E-05
LINC01103,1.4138E-05
RNU6-838P,1.41256E-05
CER1,1.41238E-05
RMDN3,1.41216E-05
AP000864.1,1.41178E-05
YEATS4,1.41098E-05
C8orf37,1.41058E-05
RN7SL505P,1.4097E-05
RNU6-661P,1.40856E-05
AC073288.2,1.40854E-05
AC079336.2,1.40849E-05
AL161793.1,1.40782E-05
SNORD123,1.40751E-05
DRICH1,1.40739E-05
RNASE13,1.40714E-05
HNRNPA1L2,1.40708E-05
AC110618.1,1.40656E-05
RN7SK:RN7SKP48,1.40499E-05
AC110792.4,1.40414E-05
AL590705.3,1.40408E-05
AC093525.10:AC141586.4,1.40367E-05
AC010904.2,1.40195E-05
AL159169.3,1.40161E-05
DAZ1:DAZ4,1.40032E-05
AC012676.4,1.40019E-05
MAGI2-AS3,1.39965E-05
AL136164.1,1.39824E-05
RNU1-73P,1.39715E-05
AC240274.1,1.39648E-05
AC007557.1,1.39623E-05
COL20A1,1.39564E-05
ZCWPW2,1.39499E-05
CAMTA1-IT1,1.39477E-05
AL353689.2,1.39422E-05
AL603832.3,1.39342E-05
LINC01845,1.39274E-05
AC243571.1,1.39194E-05
PPFIA4,1.39104E-05
AC098483.1,1.38944E-05
AC022424.1,1.38926E-05
KCNK18,1.38906E-05
METTL16,1.38875E-05
MIEF1,1.3869E-05
LINC01873,1.38679E-05
AC138932.2,1.3837E-05
RN7SL470P,1.3825E-05
AC243829.1:AC243829.4,1.38242E-05
PLA2G4F,1.38225E-05
AC012668.2,1.38109E-05
AC010997.3,1.38021E-05
SAA2-SAA4,1.37961E-05
AL352977.1,1.37946E-05
HECTD2,1.37826E-05
WDR43,1.37796E-05
DNAJB8-AS1,1.37783E-05
RN7SL23P,1.37774E-05
AC009487.4,1.37701E-05
MIR601,1.37664E-05
RAD54B,1.37551E-05
AL139099.2,1.37492E-05
AC004943.1,1.3747E-05
AC046158.2,1.37404E-05
AL732314.6,1.37344E-05
AL161804.1,1.37294E-05
ABCC1,1.37133E-05
GABRR2,1.37077E-05
DEPDC7,1.37073E-05
AC092587.1,1.37055E-05
AC090138.1,1.36972E-05
AC004264.3,1.36909E-05
RNU6-361P,1.369E-05
POTEM,1.36789E-05
RN7SL612P,1.36787E-05
ABHD11-AS1,1.36756E-05
AL158175.1,1.36756E-05
OCLM,1.36741E-05
AC090907.1,1.36663E-05
DHX9,1.36645E-05
NINJ2,1.36625E-05
AC012087.1,1.36582E-05
ZNF710,1.36542E-05
AC022730.4,1.36474E-05
DMRTA1,1.36464E-05
TM4SF19-TCTEX1D2,1.36405E-05
SPICE1,1.36325E-05
LINC00314,1.36258E-05
MTRNR2L10,1.36156E-05
RNU2-15P,1.36054E-05
AL807757.1,1.35818E-05
FO393415.1,1.35815E-05
AC024592.1,1.3581E-05
AC069234.5,1.35634E-05
AC005943.1,1.35568E-05
AC087742.2,1.35567E-05
MTF2,1.35556E-05
AC007100.1,1.35518E-05
LINC01298,1.35475E-05
AL356752.1,1.35445E-05
AL138830.1,1.35403E-05
AC099329.2,1.35371E-05
AC018638.6,1.35264E-05
SNORA40B,1.35257E-05
AP000472.1,1.35231E-05
AKAP8,1.35228E-05
NAB1,1.35221E-05
AC096559.1,1.35123E-05
AC011481.1,1.35037E-05
AC106876.1,1.34864E-05
AP005432.2,1.34852E-05
AC114546.3,1.34781E-05
FBXO28,1.34721E-05
RNU2-33P,1.34698E-05
KIAA1024L,1.34689E-05
ASB1,1.34667E-05
DCLRE1B,1.34662E-05
AC100835.2,1.3463E-05
FHL1,1.3458E-05
AL138955.1,1.34565E-05
RNU6-1140P,1.3452E-05
NCKAP5L,1.34482E-05
AC018926.1,1.34419E-05
AC009093.1,1.34381E-05
AC108516.1,1.34343E-05
CLSTN2-AS1,1.34326E-05
RN7SL801P,1.34305E-05
LINC02473,1.34204E-05
HTATSF1,1.34133E-05
TKFC,1.34108E-05
AC002451.1,1.34084E-05
EFCAB8,1.34075E-05
Z82170.1,1.34026E-05
AC068870.2,1.34018E-05
KRTCAP3,1.33991E-05
AC009095.1,1.3396E-05
BCL7B:RP2,1.33853E-05
ASAP1-IT2,1.33831E-05
HARBI1,1.33793E-05
AC008750.2,1.33779E-05
AL121983.1,1.33756E-05
RN7SL482P,1.33743E-05
UGT2B7,1.33717E-05
DR1,1.33702E-05
POT1,1.3367E-05
RNF219,1.33589E-05
JRKL,1.33573E-05
AC245128.3,1.33547E-05
BX546450.2,1.33405E-05
KCNK4,1.33392E-05
MYPOP,1.33331E-05
AC012236.1,1.33246E-05
ZDHHC6,1.33228E-05
MYO16,1.33187E-05
AC009135.1,1.33156E-05
AC073592.7,1.33147E-05
XPNPEP3,1.33054E-05
AC068675.1,1.33037E-05
WAPL,1.32951E-05
LINC01842,1.32937E-05
ADAT1,1.32905E-05
AC068057.2,1.32904E-05
AL136234.1,1.32879E-05
AL049871.1,1.32866E-05
AC137894.1,1.32858E-05
AC006372.2,1.32822E-05
ISY1-RAB43,1.32767E-05
AC076966.1,1.32724E-05
AP000769.3,1.32708E-05
TPRG1,1.32688E-05
C11orf44,1.32682E-05
ZNF574,1.32651E-05
AC008569.2,1.32629E-05
ARL5C,1.32594E-05
NAA25,1.32566E-05
AL590867.3,1.32425E-05
ENOPH1,1.32401E-05
RN7SL736P,1.32335E-05
RNU1-67P,1.32334E-05
C3orf18,1.32261E-05
AC005090.1,1.32245E-05
AC073133.1,1.32235E-05
LINC01922,1.322E-05
B3GALNT2,1.32188E-05
RNU6-986P,1.3211E-05
PGLYRP4,1.32098E-05
BSN-AS1,1.32027E-05
CCDC91,1.3202E-05
AL158070.1,1.32018E-05
AP005901.2,1.31899E-05
SLC2A10,1.31896E-05
DCP1A,1.31702E-05
AC124283.5,1.31629E-05
SNORD116-6,1.31586E-05
KCNMB3,1.31499E-05
AL603832.2,1.31479E-05
AP001630.1,1.31291E-05
AL356270.1,1.31249E-05
AC093525.4,1.31222E-05
RN7SL741P,1.31192E-05
AC114810.1,1.3115E-05
GOSR1,1.31127E-05
RNU6-1020P,1.31109E-05
AL732314.4,1.31029E-05
CR769775.1,1.31028E-05
HSF2,1.30992E-05
ZNF417:ZNF587,1.30936E-05
RBM44,1.30767E-05
PBX4,1.3067E-05
AP006333.1,1.30636E-05
SGCE,1.30543E-05
RNU6-905P,1.3051E-05
ZFP3,1.30442E-05
AL672291.1,1.30413E-05
BX324167.1,1.30395E-05
AC138969.1,1.30334E-05
FAM166B,1.30323E-05
AC009159.1,1.30294E-05
PRY:PRY2,1.30252E-05
ZNF670,1.30172E-05
AC051619.9,1.30167E-05
LINC00700,1.30157E-05
AL049779.1,1.30118E-05
MMS22L,1.30108E-05
OR5B12,1.30055E-05
RN7SL558P,1.30023E-05
AC009404.1,1.29965E-05
ZBTB1,1.29862E-05
AC072039.2,1.29859E-05
AC019322.4:AC068448.1,1.29845E-05
AC009318.3,1.29807E-05
ZNF300,1.29768E-05
AP000477.1,1.29753E-05
LINC00501,1.2971E-05
AC084824.3,1.29705E-05
SEC16B,1.2959E-05
ZBTB12,1.29481E-05
AC243585.1,1.2946E-05
AC069213.1,1.29436E-05
GOLGA6C:GOLGA6D,1.29404E-05
BPNT1,1.29362E-05
AC107072.1,1.29265E-05
AL138826.1,1.2926E-05
AC005019.2,1.29253E-05
CENPI,1.29234E-05
SNORA2C,1.29152E-05
AL132639.4,1.28983E-05
AC140479.5:MALL,1.28911E-05
MFAP5,1.28877E-05
AC000068.1,1.28786E-05
AL353763.2,1.28734E-05
AC239584.1,1.2872E-05
AL162724.1,1.28618E-05
RN7SL608P,1.28612E-05
TMEM262,1.28513E-05
NSF,1.28485E-05
UBE4A,1.28443E-05
AC090044.1,1.2841E-05
PURA,1.2841E-05
NLRX1,1.28407E-05
CCDC77,1.28362E-05
UBE3D,1.28361E-05
NORAD:OVCH1-AS1,1.28233E-05
NHLRC4,1.28141E-05
AP005273.1,1.28049E-05
AL513314.2:LINC01001,1.28045E-05
AC009041.2,1.27966E-05
RN7SKP173,1.27878E-05
NPAT,1.27875E-05
APOOL,1.27827E-05
SNORD116-25,1.27818E-05
AC005670.2:LRRC37A,1.27801E-05
ANK3,1.2777E-05
AL358075.2,1.27752E-05
CDC42-IT1,1.2775E-05
AC092329.3,1.27746E-05
CAND2,1.27732E-05
AC009228.1,1.27707E-05
AC011461.1,1.27603E-05
AC098820.3,1.27519E-05
KRT28,1.27416E-05
TG,1.27393E-05
LINC01387,1.27368E-05
OR2B2,1.27312E-05
RN7SL583P,1.27296E-05
AC133106.1,1.27277E-05
