Gene,SNAP-a
SNRPC,-0.000107789
MAFB,-0.000107817
SUPT7L,-0.000107885
CASC6,-0.000107896
HSD17B11,-0.000107903
BTN2A2,-0.000107908
TMEM43,-0.000107922
ASPH,-0.000107935
SLC1A5,-0.000107935
GEMIN6,-0.000107942
AAMDC,-0.000107952
FAT1,-0.00010801
FOXO1,-0.000108034
SRI,-0.000108046
BORCS7,-0.000108074
ASPSCR1,-0.000108079
ITGA5,-0.000108106
IGSF21,-0.000108133
SUMO4,-0.000108169
AF131216.3,-0.000108211
AC005726.4,-0.000108247
ONECUT2,-0.000108293
SAMD9L,-0.000108295
ADGRD1,-0.000108378
ANKRD30BL,-0.000108378
NDUFS8,-0.000108383
TWF2,-0.000108396
PTPN9,-0.000108407
CABYR,-0.000108429
C9orf147,-0.00010843
ETFRF1,-0.000108474
AC073333.1,-0.000108489
AL356124.1,-0.000108494
RASD2,-0.000108508
GMPR2,-0.000108521
ZNF804A,-0.000108534
CPEB4,-0.000108535
STPG1,-0.000108557
AC126755.2:AC138969.1,-0.000108563
AP000722.1,-0.000108568
HS6ST3,-0.000108582
TCF7,-0.000108617
UBXN8,-0.000108648
SPRED3,-0.000108651
AC092431.1,-0.000108663
ARNT,-0.000108702
NTMT1,-0.000108703
BBC3,-0.000108747
AL139423.1,-0.000108777
EIF4ENIF1,-0.000108829
PCAT2,-0.000108834
EIF2AK4,-0.000108852
ZMAT2,-0.000108857
GLRA3,-0.000108861
TSTA3,-0.000108907
TM4SF1,-0.000108914
TMEM191C,-0.000108933
RPP25,-0.000108945
EFCAB1,-0.00010896
KCNJ8,-0.000108973
AC008403.3,-0.000108975
CXCL17,-0.000108977
ZBTB41,-0.000108991
FAM98C,-0.000109039
GPR34,-0.000109097
COX20,-0.000109101
AL731571.1,-0.000109142
SLC16A11,-0.000109145
EPX,-0.000109148
AP003469.4,-0.00010916
AP002370.2,-0.000109167
CKMT1A:CKMT1B,-0.000109169
THSD4-AS1,-0.000109185
PLIN5,-0.000109245
SLC22A10,-0.000109276
HMOX2,-0.000109291
PEX2,-0.000109303
PPP1R37,-0.000109313
LRRC37A3,-0.000109323
CD37,-0.000109329
NES,-0.000109331
ENG,-0.000109338
HIST1H4H,-0.000109363
ACADS,-0.000109384
HNRNPDL:RNF128,-0.000109387
NUCKS1,-0.000109403
REEP4,-0.000109454
MT1G:MT1H,-0.00010946
PLEKHF1,-0.000109463
EBNA1BP2,-0.000109487
ITGA11,-0.000109498
DEDD,-0.000109511
ZNF274,-0.000109537
RAB20,-0.00010956
SH3GLB1,-0.000109593
CDC42EP2,-0.000109617
AC013553.3,-0.000109619
AL512625.3,-0.000109619
CLCN6,-0.00010962
AC099850.1,-0.000109691
PRKAG2-AS1,-0.000109733
ALPL,-0.000109737
KATNB1,-0.000109756
HDAC10,-0.000109773
WIPF1,-0.000109796
ADAM9,-0.000109803
PHKG2,-0.000109819
AL139089.1,-0.000109844
UBL7-AS1,-0.000109845
R3HDM4,-0.000109861
TMEM191B,-0.000109887
MFSD5,-0.000109914
AL645504.1,-0.000109951
PDE6C,-0.000109982
LSM8,-0.000110015
ACOT2,-0.000110041
CCBE1,-0.000110064
SLCO2B1,-0.000110089
AC108449.1,-0.000110096
CCDC184,-0.000110125
LRRC24,-0.000110129
ATP8A2,-0.000110142
AC103794.1,-0.000110142
SLC41A3,-0.000110152
EPRS,-0.00011016
CUTC,-0.000110202
HCFC1,-0.000110227
DHRS4L2,-0.000110233
PPP2R3C,-0.000110236
PRR7,-0.00011024
ERV3-1,-0.000110242
NFIA-AS1,-0.000110244
GPR137B,-0.000110248
CRAMP1,-0.000110255
TPBG,-0.000110261
MMEL1,-0.000110305
MIR4300HG,-0.000110305
CLEC2L,-0.000110321
AC013472.2,-0.000110323
PXDC1,-0.000110401
EPB41L4B,-0.000110412
ZDHHC9,-0.000110422
BRD8,-0.000110426
GAMT,-0.000110444
PRMT5,-0.00011045
TCTN3,-0.000110454
CFL2,-0.000110475
AL365434.2,-0.000110502
SLC52A2,-0.000110517
FYB,-0.00011052
FGFRL1,-0.00011053
ARL9,-0.000110532
AP000844.2,-0.000110547
SPTBN2,-0.000110593
CSMD1,-0.0001106
LINC01122,-0.000110616
SRGAP2-AS1,-0.00011062
LATS2-AS1,-0.000110661
BTN3A2,-0.000110665
HYI,-0.000110679
AP005131.3,-0.000110692
ATG9A,-0.000110714
TK2,-0.000110717
AP001439.1,-0.00011072
IGSF6,-0.000110755
STARD7,-0.000110759
TRAF3IP3,-0.00011082
CTD-2350J17.1,-0.000110859
DHX40,-0.000110864
AC027682.3,-0.000110891
GMNC,-0.000111014
HCG9,-0.000111059
GRIP1,-0.00011106
DLGAP3,-0.000111075
Z99129.4,-0.000111103
METRNL,-0.000111111
SPATA20,-0.000111153
ECHDC2,-0.000111158
RABL6,-0.000111182
BIRC3,-0.000111191
HOOK1,-0.000111197
ANKRD35,-0.000111223
AL590096.1,-0.000111282
AIMP1,-0.000111316
CEBPA,-0.000111318
ADPRHL2,-0.000111321
FAM135A,-0.000111346
NRDC,-0.000111348
HSPB9,-0.000111355
AC010542.2,-0.00011136
CDC42EP3,-0.000111382
AC006460.1,-0.000111389
ORMDL2,-0.000111401
NBAT1,-0.00011141
DISP2,-0.000111446
C14orf1,-0.000111503
CERS2,-0.000111507
AC107959.1,-0.000111536
MALRD1,-0.000111583
PRDM1,-0.000111598
DGAT1,-0.000111616
SPAG4,-0.000111632
KCNJ4,-0.000111668
NOP53-AS1,-0.00011168
FAM57B,-0.000111695
TCF4-AS2,-0.000111711
SPSB1,-0.00011172
HNRNPA1,-0.000111731
TTLL9,-0.000111764
RDH11,-0.000111795
IPO7,-0.000111809
ABRACL,-0.000111812
ABCA2,-0.000111845
AC023983.2,-0.000111848
PDIA2,-0.000111865
GPC6-AS1,-0.000111935
IL4R,-0.000111968
NSA2,-0.000111969
AC137810.1,-0.000111986
DCAF4L1,-0.000112014
BMP1,-0.000112025
TSPAN11,-0.000112043
AIF1,-0.000112046
TAS1R1,-0.000112086
MELTF,-0.00011209
AL133481.1,-0.000112091
NKAPL,-0.000112099
DNTTIP1,-0.000112104
CKM,-0.000112159
GOLGA7B,-0.000112202
ICA1,-0.000112205
AL136322.1,-0.000112228
MIR222HG,-0.000112271
TSN,-0.000112271
AC006450.3,-0.000112278
CASC8,-0.000112283
GSPT2,-0.000112289
FBLN5,-0.000112316
AC099522.2,-0.000112318
PARP2,-0.000112327
DUSP9,-0.000112339
RPS10,-0.000112392
LCTL,-0.000112406
VANGL2,-0.000112416
TTC9B,-0.000112418
SEMA3D,-0.000112449
CENPV,-0.000112476
AC006333.2,-0.000112477
AIP,-0.000112487
EIF4EBP1,-0.000112488
RCE1,-0.000112499
SNRNP70,-0.000112503
MAP3K12,-0.000112531
WDR88,-0.000112533
RNASE1,-0.000112543
AC004448.4,-0.00011255
PLK2,-0.000112553
EDA2R,-0.000112596
ZNF311,-0.000112602
GABRD,-0.000112623
PIGM,-0.000112647
MFSD3,-0.000112648
CD27-AS1,-0.000112679
SNUPN,-0.000112696
PLEKHH2,-0.000112708
TBCA,-0.00011274
CCM2L,-0.000112759
Z99289.1,-0.00011276
SMTNL1,-0.000112803
AC079209.2,-0.000112812
C11orf68,-0.000112847
CLVS1:NPM1,-0.000112851
AL160396.2,-0.000112889
AC018511.2,-0.000112903
LHFPL5,-0.000112961
FOXRED1,-0.000112978
SIX3-AS1,-0.000112982
EPHA2,-0.000113014
C10orf25,-0.000113045
PVALB,-0.00011306
PML,-0.00011308
CLNK,-0.000113092
PRKD3,-0.000113092
ANKRD23,-0.00011312
ANKRD53,-0.000113125
TRIM56,-0.000113148
AC022726.2,-0.000113161
FLG,-0.000113191
ZNF814,-0.000113197
AL031282.2,-0.000113203
RAB7B,-0.000113217
AP001610.1,-0.000113222
OTOG,-0.000113227
RPUSD2,-0.000113234
POP7,-0.000113236
AC020763.2,-0.000113254
KLF11,-0.000113321
TRMT10B,-0.000113352
GRM5-AS1,-0.000113355
OTUD1,-0.000113429
GFM2,-0.000113451
FASN,-0.000113469
NEK4,-0.000113469
AC007298.2,-0.000113482
STRADB,-0.000113509
SEMA6A-AS2,-0.000113515
AL139021.2,-0.000113537
CRISPLD2,-0.000113574
GPSM1,-0.000113582
PGRMC2,-0.000113595
ARAP3,-0.000113626
FZD9,-0.000113637
YDJC,-0.000113651
NUDT14,-0.00011368
PHEX,-0.000113713
CDK4,-0.000113719
PRRX1,-0.00011372
ZNF568,-0.000113736
BCL7B,-0.000113762
AC008040.5,-0.000113785
LINC00205,-0.000113788
EXOSC8,-0.000113825
WDR18,-0.00011384
DNM3OS,-0.000113891
PCIF1,-0.000113904
SETD9,-0.000113917
FBXL8,-0.000113921
ZNF436,-0.000113926
AC093495.1,-0.000113955
ZNF788,-0.000113965
SEMA3C,-0.000113965
ERCC6L,-0.000113982
AC009478.1,-0.000113994
AL731577.1,-0.000114012
EMILIN1,-0.00011405
AC008735.2,-0.000114051
CDH18,-0.000114051
NABP1,-0.000114065
CLCN7,-0.00011407
ACSM5,-0.000114075
GRHL1,-0.00011409
MRPL12,-0.000114091
MB21D1,-0.000114151
FKBP14,-0.00011416
ZFP36L2,-0.000114172
CMAS,-0.000114179
AC068196.1,-0.00011419
CTGF,-0.000114198
AL137779.1,-0.000114208
ATL1,-0.000114212
GNB3,-0.000114235
MRPS10,-0.000114241
ACAD8,-0.000114242
APPL1,-0.000114244
LRRC23,-0.000114245
AC010320.2,-0.000114289
AL662844.4,-0.000114305
POLQ,-0.000114313
TMED7,-0.000114334
VARS2,-0.000114359
LINC00707,-0.000114386
BICDL1,-0.000114388
CCR10,-0.000114391
AP002433.1,-0.000114394
UNC5A,-0.000114397
LMBR1L,-0.000114409
MSH6,-0.000114431
SRGAP2B:SRGAP2C,-0.000114469
PKP2,-0.00011451
TMEM44-AS1,-0.000114524
GPANK1,-0.000114525
ART4,-0.000114552
APP,-0.000114576
GPRASP2,-0.000114589
IPO5,-0.0001146
AC073343.2,-0.000114628
MLF1,-0.00011464
NPPC,-0.000114667
AL365318.1,-0.000114704
AL136164.3,-0.000114707
NDUFB9,-0.00011471
AC010531.3,-0.000114723
NXT1,-0.000114737
HMGN3,-0.000114744
MRNIP,-0.000114791
EMC10,-0.000114807
LINC00963,-0.000114822
CEP170,-0.000114842
AC135782.1,-0.000114886
JAKMIP3,-0.000114935
IFFO2,-0.000114946
ANKRD42,-0.000114967
FAM169A,-0.000114969
NRSN2,-0.000114987
HNRNPA0,-0.0001151
GBP7,-0.000115119
ANXA7,-0.000115121
LINC00479,-0.00011518
USHBP1,-0.000115191
AC090630.1,-0.000115235
WFDC2,-0.000115238
TPPP,-0.000115247
CAMK1G,-0.000115289
SYNGR3,-0.000115297
MACROD1,-0.000115344
AC021092.1,-0.000115345
CASTOR1,-0.000115345
TMEM87B,-0.000115346
TMEM234,-0.000115353
KCNC2,-0.000115357
RAB40B,-0.000115363
RBFOX1,-0.000115374
GSTM3,-0.000115426
UPB1,-0.000115429
AC022034.2,-0.000115451
GLCE,-0.000115456
DCK,-0.00011546
MPC1,-0.00011547
PRKAR1A,-0.000115477
CDK6,-0.000115543
CCL28,-0.00011558
TRIM27,-0.000115604
MORN2,-0.00011562
SCRT1,-0.000115633
CD164,-0.000115652
AC069148.1,-0.000115656
ABCA12,-0.000115743
COL4A3,-0.000115804
TMEM255A,-0.000115835
SLC16A13,-0.000115853
YY1AP1,-0.000115861
SPDYA,-0.000115867
RNF208,-0.000115882
CELSR2,-0.000115915
AFDN-AS1,-0.000115916
LINC01908,-0.000115931
RIMS4,-0.000115938
NPY1R,-0.000116018
AC006064.2,-0.000116029
SERTAD4,-0.000116067
MRGBP,-0.000116102
B4GALT3,-0.000116106
AC024560.1,-0.000116124
PLK3,-0.00011613
RRM2B,-0.000116148
ALAS1,-0.000116169
MIR100HG,-0.000116182
FNDC5,-0.000116198
MAGED1,-0.00011621
ATPAF1,-0.000116243
NAGPA,-0.000116245
AC010524.1,-0.000116274
GPR135,-0.000116275
AP2A1,-0.0001163
SLC6A9,-0.000116315
ARMCX5-GPRASP2,-0.000116333
AP003733.4,-0.000116334
GPD1L,-0.000116362
FAM186A,-0.000116366
C21orf91-OT1,-0.000116486
DDOST,-0.000116523
PLD5,-0.000116543
AC084082.1,-0.000116553
MAGEE1,-0.000116559
EIF4EBP2,-0.000116587
OGFOD1,-0.000116607
ZNF766,-0.000116622
HDHD2,-0.000116636
SMNDC1,-0.000116646
RSRC2,-0.000116649
PCNX3,-0.000116693
AL449983.1,-0.000116709
KDSR,-0.000116716
CA13,-0.000116718
AC007780.1,-0.000116796
RTF1,-0.000116819
SEC31B,-0.000116826
ADAR,-0.000116841
AC105277.1,-0.000116848
AC096992.2,-0.000116849
FBXO31,-0.000116857
SAFB2,-0.000116885
CNNM1,-0.000116889
TATDN2,-0.000116912
AL050341.2,-0.000116969
TBR1,-0.000116973
ARRDC2,-0.000117007
KMT2E-AS1,-0.000117013
NEK5,-0.000117137
AL513283.1,-0.000117152
RFFL,-0.000117157
CORO6,-0.000117176
PDZK1,-0.000117179
DNAL4,-0.000117205
RN7SL827P,-0.000117217
CORO1B,-0.00011722
CTSC,-0.000117231
SLC17A5,-0.000117247
AL355338.1,-0.000117264
AC004846.2,-0.000117279
COL6A2,-0.000117289
SPTB,-0.000117345
AL133523.1,-0.000117376
KCTD17,-0.000117399
PLEKHM1,-0.000117411
SPINK8,-0.000117421
NUDT1,-0.000117429
CCDC130,-0.000117537
AL513327.1,-0.000117544
NRIP3,-0.000117555
SHB,-0.00011756
ADAP1,-0.000117561
GPAT3,-0.000117591
EFCAB14,-0.000117601
AL512328.1,-0.000117622
AC023905.1,-0.000117649
AC079385.2,-0.000117656
SMC1A,-0.000117672
UNC50,-0.000117691
AP000892.3,-0.000117702
HLA-DPA1,-0.00011775
LINC00958,-0.000117804
ARL17A,-0.000117806
SDF4,-0.000117806
MORC4,-0.000117816
SMIM10,-0.000117915
STK38,-0.000117921
SIRT3,-0.000117925
CYGB,-0.000117935
NAXE,-0.000117951
AC008937.2,-0.000117957
AC234781.1:TMLHE-AS1,-0.000117959
SYNE3,-0.000118026
AC007383.3,-0.000118041
FBXO41,-0.000118046
AC104532.2,-0.00011807
LIMS2,-0.000118074
RNF166,-0.000118124
FBF1,-0.000118129
CSTF3,-0.00011815
VBP1,-0.000118185
AL031772.1,-0.000118236
ARFRP1,-0.000118332
KY,-0.000118339
DCAF15,-0.000118372
NFE4,-0.000118372
AC104984.2,-0.000118378
AP002892.1,-0.000118391
RAI2,-0.000118407
PDE1B,-0.000118446
VSTM2A,-0.00011845
AFF2,-0.000118493
LRFN4,-0.000118505
PRSS48,-0.000118519
AC126696.3,-0.000118574
ACHE,-0.000118584
UFM1,-0.000118612
YRDC,-0.000118625
KIAA0586,-0.00011865
DHX36,-0.000118655
AC110597.3,-0.00011866
SMC5-AS1,-0.000118687
UNKL,-0.000118748
KCNIP2-AS1,-0.000118761
PAFAH1B2,-0.000118776
HIC1,-0.000118792
AC110285.6,-0.000118792
PIK3C2G,-0.000118809
C12orf56,-0.000118821
NFKBID,-0.000118831
MOCOS,-0.000118889
TSPOAP1-AS1,-0.000118891
COPS7A,-0.000118916
TOLLIP,-0.000118939
ABHD4,-0.000118944
DNAJC5,-0.000118965
IGFBP6,-0.000118965
UBE2J2,-0.000118972
ZBTB38,-0.000118972
AC104574.2,-0.000118972
CBWD1,-0.000119001
MYO15A,-0.000119032
RPUSD1,-0.000119063
AL138752.2,-0.000119095
GYPC,-0.000119129
COPZ1,-0.00011913
FAM214B,-0.000119137
AC245100.8,-0.00011918
CCDC127,-0.000119181
C4orf33,-0.000119182
AKR1C3,-0.000119225
BUB3,-0.000119231
FOXJ1,-0.00011928
ZDBF2,-0.000119293
DGKE,-0.000119301
AKT1,-0.000119322
ZMAT4,-0.000119352
EIF1AD,-0.000119372
UBAP1,-0.000119407
TNFAIP1,-0.000119426
LETM1,-0.000119449
AC119424.1,-0.00011948
DCUN1D3,-0.00011949
AC025031.1,-0.000119512
SNTG2,-0.000119516
AC107871.1,-0.000119545
PRPF4B,-0.000119546
MFSD12,-0.000119552
GPR89B,-0.000119553
LYPLA2,-0.000119559
TMEM200A,-0.00011958
AC069029.1,-0.000119583
DDX20,-0.000119605
ZFPM2-AS1,-0.00011962
AC073195.1,-0.000119638
S1PR3,-0.00011966
AL035634.1,-0.00011966
AC009501.1,-0.000119689
SPATA33,-0.000119689
CITED2,-0.000119732
ANP32A,-0.000119737
EIF4H,-0.000119772
AC002127.2,-0.000119776
AL512330.1,-0.000119796
CALHM2,-0.000119824
SEPT4,-0.000119859
HPS3,-0.000119861
DHODH,-0.000119871
AL390783.1,-0.000119873
COIL,-0.000119912
MAL2,-0.000119924
PARM1,-0.00011997
SMIM10L2A,-0.000119975
APOA1-AS,-0.000120008
TMEM267,-0.00012002
ESR1,-0.000120027
RBCK1,-0.00012003
HAMP,-0.000120033
AC106873.1,-0.000120034
TBC1D17,-0.000120037
RANBP3L,-0.000120065
AC233723.1,-0.000120065
PER2,-0.000120078
ZNF433,-0.000120115
NIFK,-0.000120116
ARFGAP2,-0.000120134
TMEM98,-0.000120148
IL12RB2,-0.000120178
LINC01759,-0.000120236
RRAGB,-0.000120237
AC007406.4,-0.000120249
TXK,-0.000120251
LINC02232,-0.000120324
NFIC,-0.000120331
FIBP,-0.000120405
GLIPR1,-0.000120434
DKFZP434A062,-0.00012045
USP6,-0.000120506
PCDH1,-0.000120538
AC097478.1,-0.000120542
RPH3A,-0.000120544
B3GNT9,-0.000120546
URB1-AS1,-0.000120561
GPATCH4,-0.00012061
AC008686.1,-0.000120619
KCNC3,-0.00012064
AC068506.1,-0.000120667
BAALC-AS2,-0.000120686
MYLPF,-0.000120696
TRAPPC2L,-0.000120742
AC127496.5,-0.000120751
GANAB,-0.00012076
RPP38,-0.000120859
AC007529.2,-0.00012086
GRAMD3,-0.000120885
AC073957.3,-0.000120915
DNAJC9,-0.000120945
MRPL38,-0.000120946
SNRPG,-0.000120951
COL4A1,-0.000120956
TMEM177,-0.00012097
GALNT16,-0.000120987
FRG1,-0.000120995
MDC1-AS1,-0.000121019
SH2D4A,-0.000121069
AC090403.1,-0.000121088
FYTTD1,-0.000121103
BTN3A3,-0.000121182
DRAXIN,-0.000121186
BTNL9,-0.000121203
TNFRSF19,-0.000121211
AL109761.1,-0.000121241
FDXR,-0.000121256
AC020910.4,-0.000121269
AP002387.1,-0.00012128
Z99758.1,-0.000121306
FAM177A1,-0.000121312
WDR5,-0.000121334
SGSM3,-0.000121369
ADRA2C,-0.00012141
AL158151.4,-0.000121439
ZNF106,-0.000121449
AL121832.2,-0.000121483
ZGLP1,-0.000121487
PTER,-0.000121489
CDH22,-0.000121492
AP000873.2,-0.000121507
ATXN7L3,-0.000121526
PALMD,-0.000121526
ERAP2,-0.000121537
DERL2,-0.000121547
IFRD2,-0.00012157
PRKRA,-0.000121611
MYO3A,-0.000121633
AL117190.2,-0.000121659
F2R,-0.000121702
TNPO3,-0.000121717
LINC01551,-0.000121722
HEIH,-0.000121764
MOSPD3,-0.000121768
ZNF490,-0.000121777
RAP2B,-0.000121807
PERP,-0.000121814
BRD7,-0.000121834
TRPC6,-0.00012185
CMTM7,-0.00012194
ALKAL2,-0.000121963
FGD5-AS1,-0.000121975
NAPRT,-0.000121983
PDE4C,-0.000121998
SMIM18,-0.000122027
AL590006.1,-0.000122064
COMMD9,-0.000122095
METTL5,-0.000122103
CDC42EP1,-0.000122134
KCNV2,-0.000122175
COQ10B,-0.000122176
TSTD3,-0.000122186
ZDHHC24,-0.000122211
PANK4,-0.000122239
AC024603.1,-0.000122239
EMG1,-0.000122263
AL512791.1,-0.000122265
DOCK2,-0.000122395
CES4A,-0.000122483
PLPPR4,-0.000122497
LINC01659,-0.000122528
TMEM121,-0.000122545
ARF4-AS1,-0.000122554
SCO2,-0.00012256
SEC62-AS1,-0.000122571
SP2-AS1,-0.000122575
METTL7A,-0.000122636
AC023389.1,-0.000122653
C2orf15,-0.000122664
PLEKHH3,-0.000122693
AC016708.1:RPL10,-0.000122714
FAM225A:FAM225B,-0.000122764
CYYR1,-0.000122775
AL139353.2,-0.00012278
NRG4,-0.000122807
PCID2,-0.000122827
STK16,-0.000122856
AC007000.3,-0.000122887
CCDC183,-0.000122897
SURF4,-0.000122924
CFAP100,-0.000122956
GCK,-0.000122993
AL121900.1,-0.000122995
COG7,-0.000123008
STX10,-0.000123018
AC110015.1,-0.000123028
ACOT1:ACOT2,-0.000123037
AC009053.3,-0.000123043
DDX21,-0.000123056
GNG3,-0.000123101
C6orf99,-0.000123115
ZNF625,-0.000123118
PROSER2,-0.000123126
B4GALNT1,-0.000123171
CDIP1,-0.000123171
SF3A2,-0.000123181
MIR4458HG,-0.000123189
HDAC6,-0.000123214
MCTP1,-0.000123219
DPF2,-0.000123241
OXSR1,-0.000123254
C1QC,-0.00012326
PSAT1,-0.000123264
NMT2,-0.000123295
PHLDB2,-0.000123318
ETHE1,-0.000123353
AL133284.1,-0.000123379
ATP11A,-0.000123404
ZNF330,-0.000123409
HRNR,-0.00012342
AC079328.3,-0.000123442
CPD,-0.000123446
MAP3K13,-0.000123477
FRAT2,-0.000123513
KDM6A,-0.000123536
GPR22,-0.000123646
CACNG8,-0.00012365
AL096855.1,-0.000123668
AL158151.3,-0.000123729
HSPB2,-0.000123745
CTNNAL1,-0.000123776
LRTOMT,-0.000123784
GDAP1L1,-0.000123793
AL606534.1,-0.000123885
AC096637.1,-0.000123912
CSF1R,-0.000123953
AC090515.4,-0.000123975
ZNF550,-0.000124042
MEF2C,-0.00012405
PRKCD,-0.000124056
ACSM3,-0.000124079
IFNLR1,-0.000124113
ANKRD12,-0.000124116
SNAI3,-0.000124143
LPCAT2,-0.000124161
SDCBP,-0.000124166
HEXB,-0.000124171
FAM13A,-0.000124233
AF130417.1,-0.000124237
DSEL,-0.000124252
CHGB,-0.000124267
CTSS,-0.000124274
LINC01554,-0.000124278
AP5Z1,-0.000124278
MYADM,-0.000124279
LRRC59,-0.000124293
SHC4,-0.000124313
YAE1D1,-0.000124353
AC012568.1,-0.000124408
SCN1A,-0.000124446
AC116535.2,-0.000124502
AC244453.3,-0.000124548
AL591368.1,-0.000124581
SPATA22,-0.000124587
PINX1,-0.000124597
NUTM2B-AS1,-0.000124609
TSACC,-0.000124672
LINC00624,-0.000124674
ALDH9A1,-0.000124736
PPP1CA,-0.000124756
RAB29,-0.0001248
DSC1,-0.0001248
TMEM47,-0.000124816
ZC2HC1C,-0.000124833
GPR176,-0.00012486
EMB,-0.000124865
LAPTM5,-0.000124892
AC073896.3,-0.000124926
CANT1,-0.000124954
AC010809.2,-0.000125057
ING4,-0.000125082
ZCCHC2,-0.000125098
ANKRD49,-0.000125187
C1orf43,-0.000125194
CCP110,-0.000125199
YIPF1,-0.000125199
AC098850.4,-0.000125243
C1orf147,-0.000125254
BAHCC1,-0.000125286
CASS4,-0.000125299
AC011815.2,-0.000125321
SGTA,-0.000125325
CLEC20A,-0.00012534
ATP2B2,-0.000125349
CHPF2,-0.000125357
AC016738.1,-0.000125378
NEURL1B,-0.000125387
DRC3,-0.000125398
LINC01241,-0.000125423
ARHGDIB,-0.000125432
CARS-AS1,-0.000125455
FAM71E1,-0.000125499
E2F5,-0.000125527
BAP1,-0.00012553
STAT4,-0.000125535
UBA3,-0.000125545
KCNB2,-0.000125636
EMCN,-0.000125653
NAP1L3,-0.000125708
TCTEX1D1,-0.000125715
TMED1,-0.000125726
CAP1,-0.000125744
MOB4,-0.000125796
AKAP1,-0.000125841
LY96,-0.000125957
TESK1,-0.000125958
AC006387.1,-0.000125976
CPVL,-0.000125981
ACTL6A,-0.000126029
CSTF2T,-0.000126039
INSR,-0.00012606
NECAB3,-0.00012606
TTLL7,-0.000126104
TFRC,-0.000126111
PRDX4,-0.000126152
MYADML2,-0.000126157
PUSL1,-0.000126183
PSMD12,-0.000126195
ATP1B3-AS1,-0.000126229
GP6,-0.000126231
GSTM5,-0.000126271
GALNTL6,-0.000126311
TAC4,-0.000126315
MIER2,-0.000126316
PPAT,-0.000126343
AC114316.2,-0.000126378
AL591767.1,-0.00012641
AC008496.2,-0.000126458
PKP4-AS1,-0.000126459
TCAF2,-0.000126475
PNMA8C,-0.000126534
AC025031.3,-0.000126554
ARID3A,-0.000126595
SNRNP25,-0.000126605
EVC2,-0.000126616
MED25,-0.00012664
LINC01023,-0.000126641
UPK3BL1,-0.000126655
AC055854.1,-0.000126679
AC018557.1,-0.000126683
FAM229A,-0.000126697
TCEA1,-0.000126706
OSTC,-0.000126708
AP003119.2,-0.000126717
SYT7,-0.000126718
CBFA2T3,-0.000126743
LINGO2,-0.000126752
FADD,-0.000126776
TRADD,-0.000126792
CCDC126,-0.000126793
AC016597.1,-0.000126831
CDH12,-0.000126846
MINK1,-0.000126869
PRRG4,-0.000126871
PCYOX1,-0.000126928
CLEC18A:CLEC18B,-0.00012693
PRLR,-0.000126978
AC090518.1,-0.000126993
PIGA,-0.000127001
MOB1A,-0.000127015
PSMB5,-0.000127021
CETN3,-0.00012703
ANK1,-0.000127034
PIANP,-0.000127036
STAC2,-0.00012714
MRPS16,-0.000127167
MRPS18C,-0.000127175
MED7,-0.000127221
MRPL32,-0.000127271
SLFN5,-0.000127286
NEFM,-0.0001273
LINC00484,-0.000127305
AC022400.7,-0.000127316
INTS11,-0.000127341
ZNF844,-0.000127374
WARS2-IT1,-0.000127379
AL023584.2,-0.000127419
SEPT5,-0.000127422
CARMIL2,-0.00012744
AP001160.2,-0.000127491
SH3D19,-0.000127495
ANKZF1,-0.00012754
BTAF1,-0.000127582
AC008443.5,-0.000127607
ANKRD65,-0.000127621
POMC,-0.000127641
TMEM14C,-0.00012768
BRIX1,-0.000127684
AC109361.2,-0.000127698
TFCP2L1,-0.000127698
RNASEK,-0.000127708
MAPK8IP2,-0.000127716
AC084866.1,-0.000127756
AC007285.2,-0.000127761
AC004870.2,-0.000127763
PCDHGA1,-0.000127774
PIDD1,-0.000127774
TRIO,-0.000127793
AC109322.1,-0.00012782
FAM98A,-0.000127836
MRPL27,-0.00012789
STX4,-0.000127898
FAS,-0.000127925
TMED7-TICAM2,-0.000127962
TMEM248,-0.000127971
AC012464.1,-0.000127975
TRPV2,-0.000127991
CBLN4,-0.000128001
KIFC1,-0.000128003
AC025580.2,-0.000128047
AC024901.1,-0.000128089
PPP1R14A,-0.000128119
MED11,-0.000128135
EAF1,-0.000128199
IDS:SLC39A1,-0.000128205
MNT,-0.000128283
SCN4B,-0.000128284
RAB9A,-0.000128296
USP1,-0.000128308
AL353801.3,-0.000128448
SLC9A9-AS1,-0.000128494
PRPF6,-0.000128497
AL133227.1,-0.000128531
AL161896.1,-0.000128532
ADGRA2,-0.000128578
HPN,-0.000128622
LINC00294,-0.000128653
RHOXF1-AS1,-0.000128666
AC023906.4,-0.00012868
RHOT2,-0.000128696
HMG20B,-0.000128696
AC117503.2,-0.000128729
GSK3A,-0.000128782
RBM47,-0.0001288
LINC01354,-0.000128816
TMEM100,-0.000128828
HDDC3,-0.000128862
MELTF-AS1,-0.000128984
MED31,-0.000129014
SPAG5-AS1,-0.000129031
USP2-AS1,-0.00012904
ASXL3,-0.000129051
ATRNL1,-0.000129053
AL133304.2,-0.000129073
TCTE3,-0.00012911
PMPCA,-0.000129138
FNTA,-0.000129138
MIR22HG,-0.00012916
LINC02316,-0.000129186
NENF,-0.000129234
GSTO1,-0.000129364
PNMA3,-0.000129365
ZNF618,-0.000129386
PRKCH,-0.000129433
RAB4B,-0.000129436
EIF3J-AS1,-0.000129447
AC138649.1,-0.000129451
PTPRR,-0.000129461
VDAC2,-0.000129462
COMMD4,-0.00012954
